country_text_id,COWcode,dac_code,vdem_text_id,country_name,valid_from,valid_to,in_unga,in_unsc,in_vdem,in_dac,sources,succession_note
ABW,NA,ABW,NA,Aruba,1985,1999,FALSE,FALSE,FALSE,TRUE,dac_recipient,NA
AFG,700,AFG,AFG,Afghanistan,1789,2024,TRUE,FALSE,TRUE,TRUE,unga+vdem,NA
AFG,NA,AFG,AFG,Afghanistan,1960,2024,FALSE,FALSE,TRUE,TRUE,dac_recipient,NA
AGO,540,AGO,AGO,Angola,1900,2025,TRUE,TRUE,TRUE,TRUE,unga+unsc+vdem,NA
AGO,NA,AGO,AGO,Angola,1960,2024,FALSE,FALSE,TRUE,TRUE,dac_recipient,NA
AIA,NA,AIA,NA,Anguilla,1975,2013,FALSE,FALSE,FALSE,TRUE,dac_recipient,NA
ALB,339,ALB,ALB,Albania,1912,2025,TRUE,TRUE,TRUE,TRUE,unga+unsc+vdem,NA
ALB,NA,ALB,ALB,Albania,1988,2024,FALSE,FALSE,TRUE,TRUE,dac_recipient,NA
AND,232,NA,NA,Andorra,1993,2025,TRUE,FALSE,FALSE,FALSE,unga,NA
ARE,NA,ARE,ARE,United Arab Emirates,1960,2024,FALSE,FALSE,TRUE,TRUE,dac_donor+dac_recipient,NA
ARE,696,ARE,ARE,United Arab Emirates,1971,2025,TRUE,TRUE,TRUE,TRUE,unga+unsc+vdem,NA
ARG,160,ARG,ARG,Argentina,1789,2025,TRUE,TRUE,TRUE,TRUE,unga+unsc+vdem,NA
ARG,NA,ARG,ARG,Argentina,1960,2024,FALSE,FALSE,TRUE,TRUE,dac_recipient,NA
ARM,371,ARM,ARM,Armenia,1990,2025,TRUE,FALSE,TRUE,TRUE,unga+vdem,NA
ARM,NA,ARM,ARM,Armenia,1991,2024,FALSE,FALSE,TRUE,TRUE,dac_recipient,NA
ATG,NA,ATG,NA,Antigua and Barbuda,1972,2021,FALSE,FALSE,FALSE,TRUE,dac_recipient,NA
ATG,58,ATG,NA,Antigua & Barbuda,1981,2025,TRUE,FALSE,FALSE,TRUE,unga,NA
AUS,900,AUS,AUS,Australia,1789,2025,TRUE,TRUE,TRUE,TRUE,unga+unsc+vdem,NA
AUS,NA,AUS,AUS,Australia,1965,2024,FALSE,FALSE,TRUE,TRUE,dac_donor,NA
AUT,300,AUT,AUT,Austria,1789,1918,FALSE,FALSE,TRUE,TRUE,vdem,NA
AUT,305,AUT,AUT,Austria,1919,2028,TRUE,TRUE,TRUE,TRUE,unga+unsc+vdem,NA
AUT,NA,AUT,AUT,Austria,1960,2024,FALSE,FALSE,TRUE,TRUE,dac_donor,NA
AZE,373,AZE,AZE,Azerbaijan,1990,2025,TRUE,TRUE,TRUE,TRUE,unga+unsc+vdem,NA
AZE,NA,AZE,AZE,Azerbaijan,1991,2024,FALSE,FALSE,TRUE,TRUE,dac_donor+dac_recipient,NA
BDI,516,BDI,BDI,Burundi,1916,2025,TRUE,TRUE,TRUE,TRUE,unga+unsc+vdem,NA
BDI,NA,BDI,BDI,Burundi,1960,2024,FALSE,FALSE,TRUE,TRUE,dac_recipient,NA
BDN,267,NA,BDN,Baden,1789,1871,FALSE,FALSE,TRUE,FALSE,vdem,NA
BEL,211,BEL,BEL,Belgium,1789,2025,TRUE,TRUE,TRUE,TRUE,unga+unsc+vdem,NA
BEL,NA,BEL,BEL,Belgium,1960,2024,FALSE,FALSE,TRUE,TRUE,dac_donor,NA
BEN,434,BEN,BEN,Benin,1900,2025,TRUE,TRUE,TRUE,TRUE,unga+unsc+vdem,NA
BEN,NA,BEN,BEN,Benin,1960,2024,FALSE,FALSE,TRUE,TRUE,dac_recipient,NA
BFA,439,BFA,BFA,Burkina Faso,1919,2025,TRUE,TRUE,TRUE,TRUE,unga+unsc+vdem,NA
BFA,NA,BFA,BFA,Burkina Faso,1960,2024,FALSE,FALSE,TRUE,TRUE,dac_recipient,NA
BGD,771,BGD,BGD,Bangladesh,1971,2025,TRUE,TRUE,TRUE,TRUE,unga+unsc+vdem,NA
BGD,NA,BGD,BGD,Bangladesh,1971,2024,FALSE,FALSE,TRUE,TRUE,dac_recipient,NA
BGR,355,BGR,BGR,Bulgaria,1878,2025,TRUE,TRUE,TRUE,TRUE,unga+unsc+vdem,NA
BGR,NA,BGR,BGR,Bulgaria,2010,2024,FALSE,FALSE,TRUE,TRUE,dac_donor,NA
BHR,692,BHR,BHR,Bahrain,1900,2027,TRUE,TRUE,TRUE,TRUE,unga+unsc+vdem,NA
BHR,NA,BHR,BHR,Bahrain,1960,2004,FALSE,FALSE,TRUE,TRUE,dac_recipient,NA
BHS,NA,BHS,NA,Bahamas,1960,1995,FALSE,FALSE,FALSE,TRUE,dac_recipient,NA
BHS,31,BHS,NA,Bahamas,1973,2025,TRUE,FALSE,FALSE,TRUE,unga,NA
BIH,NA,BIH,BIH,Bosnia and Herzegovina,1989,2024,FALSE,FALSE,TRUE,TRUE,dac_recipient,NA
BIH,346,BIH,BIH,Bosnia & Herzegovina,1992,2025,TRUE,TRUE,TRUE,TRUE,unga+unsc+vdem,NA
BLR,370,BLR,BLR,Belarus,1946,2025,TRUE,TRUE,TRUE,TRUE,unga+unsc+vdem,NA
BLR,NA,BLR,BLR,Belarus,2005,2024,FALSE,FALSE,TRUE,TRUE,dac_recipient,NA
BLZ,NA,BLZ,NA,Belize,1960,2024,FALSE,FALSE,FALSE,TRUE,dac_recipient,NA
BLZ,80,BLZ,NA,Belize,1981,2025,TRUE,FALSE,FALSE,TRUE,unga,NA
BMU,NA,BMU,NA,Bermuda,1964,1996,FALSE,FALSE,FALSE,TRUE,dac_recipient,NA
BOL,145,BOL,BOL,Bolivia,1825,2025,TRUE,TRUE,TRUE,TRUE,unga+unsc+vdem,NA
BOL,NA,BOL,BOL,Bolivia,1960,2024,FALSE,FALSE,TRUE,TRUE,dac_recipient,NA
BRA,140,BRA,BRA,Brazil,1789,2025,TRUE,TRUE,TRUE,TRUE,unga+unsc+vdem,NA
BRA,NA,BRA,BRA,Brazil,1960,2024,FALSE,FALSE,TRUE,TRUE,dac_recipient,NA
BRB,53,BRB,BRB,Barbados,1900,2025,TRUE,FALSE,TRUE,TRUE,unga+vdem,NA
BRB,NA,BRB,BRB,Barbados,1966,2010,FALSE,FALSE,TRUE,TRUE,dac_recipient,NA
BRN,NA,BRN,NA,Brunei Darussalam,1960,1995,FALSE,FALSE,FALSE,TRUE,dac_recipient,NA
BRN,835,BRN,NA,Brunei,1984,2025,TRUE,FALSE,FALSE,TRUE,unga,NA
BRW,NA,NA,BRW,Brunswick,1789,1867,FALSE,FALSE,TRUE,FALSE,vdem,NA
BTN,760,BTN,BTN,Bhutan,1900,2025,TRUE,FALSE,TRUE,TRUE,unga+vdem,NA
BTN,NA,BTN,BTN,Bhutan,1963,2024,FALSE,FALSE,TRUE,TRUE,dac_recipient,NA
BVR,245,NA,BVR,Bavaria,1789,1871,FALSE,FALSE,TRUE,FALSE,vdem,NA
BWA,571,BWA,BWA,Botswana,1900,2025,TRUE,TRUE,TRUE,TRUE,unga+unsc+vdem,NA
BWA,NA,BWA,BWA,Botswana,1960,2024,FALSE,FALSE,TRUE,TRUE,dac_recipient,NA
CAF,482,CAF,CAF,Central African Republic,1920,2025,TRUE,FALSE,TRUE,TRUE,unga+vdem,NA
CAF,NA,CAF,CAF,Central African Republic,1960,2024,FALSE,FALSE,TRUE,TRUE,dac_recipient,NA
CAN,20,CAN,CAN,Canada,1841,2025,TRUE,TRUE,TRUE,TRUE,unga+unsc+vdem,NA
CAN,NA,CAN,CAN,Canada,1960,2024,FALSE,FALSE,TRUE,TRUE,dac_donor,NA
CHE,225,CHE,CHE,Switzerland,1798,2025,TRUE,TRUE,TRUE,TRUE,unga+unsc+vdem,NA
CHE,NA,CHE,CHE,Switzerland,1960,2024,FALSE,FALSE,TRUE,TRUE,dac_donor,NA
CHL,155,CHL,CHL,Chile,1789,2025,TRUE,TRUE,TRUE,TRUE,unga+unsc+vdem,NA
CHL,NA,CHL,CHL,Chile,1960,2017,FALSE,FALSE,TRUE,TRUE,dac_recipient,NA
CHN,710,CHN,CHN,China,1789,2025,TRUE,FALSE,TRUE,TRUE,unga+vdem,NA
CHN,NA,CHN,CHN,China (People’s Republic of),1979,2024,FALSE,FALSE,TRUE,TRUE,dac_recipient,NA
CIV,437,CIV,CIV,Côte d’Ivoire,1900,2025,TRUE,TRUE,TRUE,TRUE,unga+unsc+vdem,NA
CIV,NA,CIV,CIV,Côte d’Ivoire,1960,2024,FALSE,FALSE,TRUE,TRUE,dac_recipient,NA
CMR,471,CMR,CMR,Cameroon,1960,2025,TRUE,TRUE,TRUE,TRUE,unga+unsc+vdem,NA
CMR,NA,CMR,CMR,Cameroon,1960,2024,FALSE,FALSE,TRUE,TRUE,dac_recipient,NA
COD,490,COD,COD,Congo - Kinshasa,1900,2027,TRUE,TRUE,TRUE,TRUE,unga+unsc+vdem,NA
COD,NA,COD,COD,Democratic Republic of the Congo,1960,2024,FALSE,FALSE,TRUE,TRUE,dac_recipient,NA
COG,484,COG,COG,Congo - Brazzaville,1903,2025,TRUE,TRUE,TRUE,TRUE,unga+unsc+vdem,NA
COG,NA,COG,COG,Congo,1960,2024,FALSE,FALSE,TRUE,TRUE,dac_recipient,NA
COK,NA,COK,NA,Cook Islands,1972,2019,FALSE,FALSE,FALSE,TRUE,dac_recipient,NA
COL,100,COL,COL,Colombia,1789,2027,TRUE,TRUE,TRUE,TRUE,unga+unsc+vdem,NA
COL,NA,COL,COL,Colombia,1960,2024,FALSE,FALSE,TRUE,TRUE,dac_recipient,NA
COM,581,COM,COM,Comoros,1900,2025,TRUE,FALSE,TRUE,TRUE,unga+vdem,NA
COM,NA,COM,COM,Comoros,1966,2024,FALSE,FALSE,TRUE,TRUE,dac_recipient,NA
CPV,402,CPV,CPV,Cape Verde,1900,2025,TRUE,TRUE,TRUE,TRUE,unga+unsc+vdem,NA
CPV,NA,CPV,CPV,Cabo Verde,1961,2024,FALSE,FALSE,TRUE,TRUE,dac_recipient,NA
CRI,94,CRI,CRI,Costa Rica,1838,2025,TRUE,TRUE,TRUE,TRUE,unga+unsc+vdem,NA
CRI,NA,CRI,CRI,Costa Rica,1960,2024,FALSE,FALSE,TRUE,TRUE,dac_recipient,NA
CSK,315,NA,CZE,Czechoslovakia,1946,1992,TRUE,TRUE,TRUE,FALSE,unga+unsc,Czechoslovakia; COW 315 shared with CZE. Dissolved 1993 -> CZE + SVK. V-Dem alias CZE.
CUB,40,CUB,CUB,Cuba,1789,2025,TRUE,TRUE,TRUE,TRUE,unga+unsc+vdem,NA
CUB,NA,CUB,CUB,Cuba,1960,2024,FALSE,FALSE,TRUE,TRUE,dac_recipient,NA
CYM,NA,CYM,NA,Cayman Islands,1973,1996,FALSE,FALSE,FALSE,TRUE,dac_recipient,NA
CYP,352,CYP,CYP,Cyprus,1900,2025,TRUE,FALSE,TRUE,TRUE,unga+vdem,NA
CYP,NA,CYP,CYP,Cyprus,1960,2024,FALSE,FALSE,TRUE,TRUE,dac_donor+dac_recipient,NA
CZE,315,CZE,CZE,Czechia,1918,1992,FALSE,FALSE,TRUE,TRUE,vdem,"Czechia; COW 316 post-1993, COW 315 pre-1993 as part of CSK."
CZE,316,CZE,CZE,Czechia,1993,2025,TRUE,TRUE,TRUE,TRUE,unga+unsc+vdem,"Czechia; COW 316 post-1993, COW 315 pre-1993 as part of CSK."
CZE,NA,CZE,CZE,Czechia,1993,2024,FALSE,FALSE,TRUE,TRUE,dac_donor,"Czechia; COW 316 post-1993, COW 315 pre-1993 as part of CSK."
DDR,265,NA,DDR,German Democratic Republic,1949,1990,TRUE,TRUE,TRUE,FALSE,unga+unsc+vdem,German Democratic Republic; merged into DEU 1990. No post-1990 rows exist.
DEU,255,DEU,DEU,Germany,1789,2025,TRUE,TRUE,TRUE,TRUE,unga+unsc+vdem,NA
DEU,260,DEU,DEU,German Federal Republic,1949,1990,TRUE,FALSE,TRUE,TRUE,unga+vdem,NA
DEU,NA,DEU,DEU,Germany,1960,2024,FALSE,FALSE,TRUE,TRUE,dac_donor,NA
DJI,522,DJI,DJI,Djibouti,1900,2025,TRUE,TRUE,TRUE,TRUE,unga+unsc+vdem,NA
DJI,NA,DJI,DJI,Djibouti,1966,2024,FALSE,FALSE,TRUE,TRUE,dac_recipient,NA
DMA,NA,DMA,NA,Dominica,1971,2024,FALSE,FALSE,FALSE,TRUE,dac_recipient,NA
DMA,54,DMA,NA,Dominica,1982,2025,TRUE,FALSE,FALSE,TRUE,unga,NA
DNK,390,DNK,DNK,Denmark,1789,2026,TRUE,TRUE,TRUE,TRUE,unga+unsc+vdem,NA
DNK,NA,DNK,DNK,Denmark,1960,2024,FALSE,FALSE,TRUE,TRUE,dac_donor,NA
DOM,42,DOM,DOM,Dominican Republic,1789,2025,TRUE,TRUE,TRUE,TRUE,unga+unsc+vdem,NA
DOM,NA,DOM,DOM,Dominican Republic,1960,2024,FALSE,FALSE,TRUE,TRUE,dac_recipient,NA
DZA,615,DZA,DZA,Algeria,1900,2025,TRUE,TRUE,TRUE,TRUE,unga+unsc+vdem,NA
DZA,NA,DZA,DZA,Algeria,1960,2024,FALSE,FALSE,TRUE,TRUE,dac_recipient,NA
ECU,130,ECU,ECU,Ecuador,1830,2025,TRUE,TRUE,TRUE,TRUE,unga+unsc+vdem,NA
ECU,NA,ECU,ECU,Ecuador,1960,2024,FALSE,FALSE,TRUE,TRUE,dac_recipient,NA
EGY,651,EGY,EGY,Egypt,1789,2025,TRUE,TRUE,TRUE,TRUE,unga+unsc+vdem,NA
EGY,NA,EGY,EGY,Egypt,1960,2024,FALSE,FALSE,TRUE,TRUE,dac_recipient,NA
ERI,531,ERI,ERI,Eritrea,1900,2025,TRUE,FALSE,TRUE,TRUE,unga+vdem,NA
ERI,NA,ERI,ERI,Eritrea,1971,2024,FALSE,FALSE,TRUE,TRUE,dac_recipient,NA
ESP,230,ESP,ESP,Spain,1789,2025,TRUE,TRUE,TRUE,TRUE,unga+unsc+vdem,NA
ESP,NA,ESP,ESP,Spain,1980,2024,FALSE,FALSE,TRUE,TRUE,dac_donor,NA
EST,366,EST,EST,Estonia,1918,2025,TRUE,TRUE,TRUE,TRUE,unga+unsc+vdem,NA
EST,NA,EST,EST,Estonia,1998,2024,FALSE,FALSE,TRUE,TRUE,dac_donor,NA
ETH,530,ETH,ETH,Ethiopia,1789,2025,TRUE,TRUE,TRUE,TRUE,unga+unsc+vdem,NA
ETH,NA,ETH,ETH,Ethiopia,1960,2024,FALSE,FALSE,TRUE,TRUE,dac_recipient,NA
FIN,375,FIN,FIN,Finland,1809,2025,TRUE,TRUE,TRUE,TRUE,unga+unsc+vdem,NA
FIN,NA,FIN,FIN,Finland,1970,2024,FALSE,FALSE,TRUE,TRUE,dac_donor,NA
FJI,950,FJI,FJI,Fiji,1900,2025,TRUE,FALSE,TRUE,TRUE,unga+vdem,NA
FJI,NA,FJI,FJI,Fiji,1960,2024,FALSE,FALSE,TRUE,TRUE,dac_recipient,NA
FRA,220,FRA,FRA,France,1789,2025,TRUE,FALSE,TRUE,TRUE,unga+vdem,NA
FRA,NA,FRA,FRA,France,1960,2024,FALSE,FALSE,TRUE,TRUE,dac_donor,NA
FSM,987,FSM,NA,Micronesia (Federated States of),1991,2025,TRUE,FALSE,FALSE,TRUE,unga,NA
FSM,NA,FSM,NA,Micronesia,1991,2024,FALSE,FALSE,FALSE,TRUE,dac_recipient,NA
GAB,481,GAB,GAB,Gabon,1910,2025,TRUE,TRUE,TRUE,TRUE,unga+unsc+vdem,NA
GAB,NA,GAB,GAB,Gabon,1960,2024,FALSE,FALSE,TRUE,TRUE,dac_recipient,NA
GBR,200,GBR,GBR,United Kingdom,1789,2025,TRUE,FALSE,TRUE,TRUE,unga+vdem,NA
GBR,NA,GBR,GBR,United Kingdom,1960,2024,FALSE,FALSE,TRUE,TRUE,dac_donor,NA
GEO,372,GEO,GEO,Georgia,1990,2025,TRUE,FALSE,TRUE,TRUE,unga+vdem,NA
GEO,NA,GEO,GEO,Georgia,1991,2024,FALSE,FALSE,TRUE,TRUE,dac_recipient,NA
GHA,452,GHA,GHA,Ghana,1902,2025,TRUE,TRUE,TRUE,TRUE,unga+unsc+vdem,NA
GHA,NA,GHA,GHA,Ghana,1960,2024,FALSE,FALSE,TRUE,TRUE,dac_recipient,NA
GIB,NA,GIB,NA,Gibraltar,1960,1999,FALSE,FALSE,FALSE,TRUE,dac_recipient,NA
GIN,438,GIN,GIN,Guinea,1900,2025,TRUE,TRUE,TRUE,TRUE,unga+unsc+vdem,NA
GIN,NA,GIN,GIN,Guinea,1960,2024,FALSE,FALSE,TRUE,TRUE,dac_recipient,NA
GMB,420,GMB,GMB,Gambia,1900,2025,TRUE,TRUE,TRUE,TRUE,unga+unsc+vdem,NA
GMB,NA,GMB,GMB,Gambia,1960,2024,FALSE,FALSE,TRUE,TRUE,dac_recipient,NA
GNB,404,GNB,GNB,Guinea-Bissau,1900,2025,TRUE,TRUE,TRUE,TRUE,unga+unsc+vdem,NA
GNB,NA,GNB,GNB,Guinea-Bissau,1961,2024,FALSE,FALSE,TRUE,TRUE,dac_recipient,NA
GNQ,411,GNQ,GNQ,Equatorial Guinea,1900,2025,TRUE,TRUE,TRUE,TRUE,unga+unsc+vdem,NA
GNQ,NA,GNQ,GNQ,Equatorial Guinea,1973,2024,FALSE,FALSE,TRUE,TRUE,dac_recipient,NA
GRC,350,GRC,GRC,Greece,1822,2026,TRUE,TRUE,TRUE,TRUE,unga+unsc+vdem,NA
GRC,NA,GRC,GRC,Greece,1996,2024,FALSE,FALSE,TRUE,TRUE,dac_donor,NA
GRD,NA,GRD,NA,Grenada,1971,2024,FALSE,FALSE,FALSE,TRUE,dac_recipient,NA
GRD,55,GRD,NA,Grenada,1974,2025,TRUE,FALSE,FALSE,TRUE,unga,NA
GTM,90,GTM,GTM,Guatemala,1789,2025,TRUE,TRUE,TRUE,TRUE,unga+unsc+vdem,NA
GTM,NA,GTM,GTM,Guatemala,1960,2024,FALSE,FALSE,TRUE,TRUE,dac_recipient,NA
GUY,110,GUY,GUY,Guyana,1900,2025,TRUE,TRUE,TRUE,TRUE,unga+unsc+vdem,NA
GUY,NA,GUY,GUY,Guyana,1960,2024,FALSE,FALSE,TRUE,TRUE,dac_recipient,NA
HDM,275,NA,HDM,Hesse-Darmstadt,1789,1867,FALSE,FALSE,TRUE,FALSE,vdem,NA
HDM,NA,NA,HDM,Hesse-Darmstadt,1868,1871,FALSE,FALSE,TRUE,FALSE,vdem,NA
HKG,NA,HKG,HKG,Hong Kong,1900,2024,FALSE,FALSE,TRUE,TRUE,dac_recipient+vdem,NA
HKS,273,NA,HKS,Hesse-Kassel,1789,1866,FALSE,FALSE,TRUE,FALSE,vdem,NA
HND,91,HND,HND,Honduras,1838,2025,TRUE,TRUE,TRUE,TRUE,unga+unsc+vdem,NA
HND,NA,HND,HND,Honduras,1960,2024,FALSE,FALSE,TRUE,TRUE,dac_recipient,NA
HRG,NA,NA,HRG,Hamburg,1789,1867,FALSE,FALSE,TRUE,FALSE,vdem,NA
HRV,344,HRV,HRV,Croatia,1941,2025,TRUE,TRUE,TRUE,TRUE,unga+unsc+vdem,NA
HRV,NA,HRV,HRV,Croatia,1992,2024,FALSE,FALSE,TRUE,TRUE,dac_donor+dac_recipient,NA
HTI,41,HTI,HTI,Haiti,1789,2025,TRUE,FALSE,TRUE,TRUE,unga+vdem,NA
HTI,NA,HTI,HTI,Haiti,1960,2024,FALSE,FALSE,TRUE,TRUE,dac_recipient,NA
HUN,310,HUN,HUN,Hungary,1789,2025,TRUE,TRUE,TRUE,TRUE,unga+unsc+vdem,NA
HUN,NA,HUN,HUN,Hungary,1975,2024,FALSE,FALSE,TRUE,TRUE,dac_donor,NA
HVR,240,NA,HVR,Hanover,1789,1866,FALSE,FALSE,TRUE,FALSE,vdem,NA
IDN,850,IDN,IDN,Indonesia,1800,2025,TRUE,TRUE,TRUE,TRUE,unga+unsc+vdem,NA
IDN,NA,IDN,IDN,Indonesia,1960,2024,FALSE,FALSE,TRUE,TRUE,dac_recipient,NA
IND,750,IND,IND,India,1789,2025,TRUE,TRUE,TRUE,TRUE,unga+unsc+vdem,NA
IND,NA,IND,IND,India,1960,2024,FALSE,FALSE,TRUE,TRUE,dac_recipient,NA
IRL,205,IRL,IRL,Ireland,1919,2025,TRUE,TRUE,TRUE,TRUE,unga+unsc+vdem,NA
IRL,NA,IRL,IRL,Ireland,1974,2024,FALSE,FALSE,TRUE,TRUE,dac_donor,NA
IRN,630,IRN,IRN,Iran,1789,2025,TRUE,FALSE,TRUE,TRUE,unga+vdem,NA
IRN,NA,IRN,IRN,Iran,1960,2024,FALSE,FALSE,TRUE,TRUE,dac_recipient,NA
IRQ,645,IRQ,IRQ,Iraq,1920,2025,TRUE,TRUE,TRUE,TRUE,unga+unsc+vdem,NA
IRQ,NA,IRQ,IRQ,Iraq,1960,2024,FALSE,FALSE,TRUE,TRUE,dac_recipient,NA
ISL,395,ISL,ISL,Iceland,1900,2025,TRUE,FALSE,TRUE,TRUE,unga+vdem,NA
ISL,NA,ISL,ISL,Iceland,1990,2024,FALSE,FALSE,TRUE,TRUE,dac_donor,NA
ISR,666,ISR,ISR,Israel,1948,2025,TRUE,FALSE,TRUE,TRUE,unga+vdem,NA
ISR,NA,ISR,ISR,Israel,1960,2024,FALSE,FALSE,TRUE,TRUE,dac_donor+dac_recipient,NA
ITA,325,ITA,ITA,Italy,1861,2025,TRUE,TRUE,TRUE,TRUE,unga+unsc+vdem,NA
ITA,NA,ITA,ITA,Italy,1960,2024,FALSE,FALSE,TRUE,TRUE,dac_donor,NA
JAM,51,JAM,JAM,Jamaica,1900,2025,TRUE,TRUE,TRUE,TRUE,unga+unsc+vdem,NA
JAM,NA,JAM,JAM,Jamaica,1961,2024,FALSE,FALSE,TRUE,TRUE,dac_recipient,NA
JOR,663,JOR,JOR,Jordan,1922,2025,TRUE,TRUE,TRUE,TRUE,unga+unsc+vdem,NA
JOR,NA,JOR,JOR,Jordan,1960,2024,FALSE,FALSE,TRUE,TRUE,dac_recipient,NA
JPN,740,JPN,JPN,Japan,1789,2025,TRUE,TRUE,TRUE,TRUE,unga+unsc+vdem,NA
